area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,area_title,own_title,industry_title,agglvl_title,size_title,qtrly_estabs_count,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,avg_wkly_wage,ownership_desc,size_class,state
30000,5,1012,53,0,2020,1,Montana -- Statewide,Private,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,6484,27050,27011,27945,353346105,994,Private,All establishment sizes,MT
30000,5,1012,53,0,2020,2,Montana -- Statewide,Private,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,6690,28496,31436,32803,401286839,999,Private,All establishment sizes,MT
30000,5,1013,53,0,2020,1,Montana -- Statewide,Private,1013 Manufacturing,"State, by Supersector -- by ownership sector",All establishment sizes,1626,20742,20775,20697,275818346,1023,Private,All establishment sizes,MT
30000,5,1013,53,0,2020,2,Montana -- Statewide,Private,1013 Manufacturing,"State, by Supersector -- by ownership sector",All establishment sizes,1643,18687,19933,20340,252744948,989,Private,All establishment sizes,MT
30000,5,1021,53,0,2020,1,Montana -- Statewide,Private,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,9080,90106,89754,89503,949595037,814,Private,All establishment sizes,MT
30000,5,1021,53,0,2020,2,Montana -- Statewide,Private,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,9183,81652,86157,88835,913746848,822,Private,All establishment sizes,MT
30000,5,1022,53,0,2020,1,Montana -- Statewide,Private,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,817,6079,6105,5985,94129705,1196,Private,All establishment sizes,MT
30000,5,1022,53,0,2020,2,Montana -- Statewide,Private,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,831,5684,5736,5615,82382074,1116,Private,All establishment sizes,MT
30000,5,1023,53,0,2020,1,Montana -- Statewide,Private,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,4341,21982,22065,22030,369706417,1291,Private,All establishment sizes,MT
30000,5,1023,53,0,2020,2,Montana -- Statewide,Private,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,4422,21245,21556,21805,331257008,1183,Private,All establishment sizes,MT
30000,5,1024,53,0,2020,1,Montana -- Statewide,Private,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,9724,42624,43160,43171,585174317,1047,Private,All establishment sizes,MT
30000,5,1024,53,0,2020,2,Montana -- Statewide,Private,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,10030,40714,42221,43206,584767314,1070,Private,All establishment sizes,MT
30000,5,1025,53,0,2020,1,Montana -- Statewide,Private,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,4951,75666,75912,75623,925876550,940,Private,All establishment sizes,MT
30000,5,1025,53,0,2020,2,Montana -- Statewide,Private,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,5013,68536,71624,72547,896896646,973,Private,All establishment sizes,MT
30000,5,1026,53,0,2020,1,Montana -- Statewide,Private,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,5066,64403,64709,64093,321752702,384,Private,All establishment sizes,MT
30000,5,1026,53,0,2020,2,Montana -- Statewide,Private,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,5096,34892,50611,60040,247324037,392,Private,All establishment sizes,MT
30000,5,1027,53,0,2020,1,Montana -- Statewide,Private,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,4055,17991,18072,17864,144299621,617,Private,All establishment sizes,MT
30000,5,1027,53,0,2020,2,Montana -- Statewide,Private,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,4120,14679,16291,17279,138389881,662,Private,All establishment sizes,MT
30000,5,1029,53,0,2020,1,Montana -- Statewide,Private,1029 Unclassified,"State, by Supersector -- by ownership sector",All establishment sizes,375,395,413,438,8864469,1642,Private,All establishment sizes,MT
30000,5,1029,53,0,2020,2,Montana -- Statewide,Private,1029 Unclassified,"State, by Supersector -- by ownership sector",All establishment sizes,417,437,490,523,9576753,1524,Private,All establishment sizes,MT
31000,1,1021,53,0,2020,1,Nebraska -- Statewide,Federal Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,496,4669,4583,4560,58456840,977,Federal Government,All establishment sizes,NE
31000,1,1021,53,0,2020,2,Nebraska -- Statewide,Federal Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,496,4580,4634,4652,68297780,1137,Federal Government,All establishment sizes,NE
31000,1,1023,53,0,2020,1,Nebraska -- Statewide,Federal Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,11,95,93,93,2229538,1831,Federal Government,All establishment sizes,NE
31000,1,1023,53,0,2020,2,Nebraska -- Statewide,Federal Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,11,96,101,100,2608261,2027,Federal Government,All establishment sizes,NE
31000,1,1024,53,0,2020,1,Nebraska -- Statewide,Federal Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,9,898,898,892,17977189,1543,Federal Government,All establishment sizes,NE
31000,1,1024,53,0,2020,2,Nebraska -- Statewide,Federal Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,9,901,919,923,18572253,1562,Federal Government,All establishment sizes,NE
31000,1,1025,53,0,2020,1,Nebraska -- Statewide,Federal Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,12,2594,2615,2595,48158014,1424,Federal Government,All establishment sizes,NE
31000,1,1025,53,0,2020,2,Nebraska -- Statewide,Federal Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,12,2577,2589,2617,53464880,1585,Federal Government,All establishment sizes,NE
31000,1,1026,53,0,2020,1,Nebraska -- Statewide,Federal Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,21,304,306,302,4809544,1217,Federal Government,All establishment sizes,NE
31000,1,1026,53,0,2020,2,Nebraska -- Statewide,Federal Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,20,317,316,341,5754982,1364,Federal Government,All establishment sizes,NE
31000,1,1027,53,0,2020,1,Nebraska -- Statewide,Federal Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,1,7,8,6,84149,925,Federal Government,All establishment sizes,NE
31000,1,1027,53,0,2020,2,Nebraska -- Statewide,Federal Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,1,7,5,4,76644,1105,Federal Government,All establishment sizes,NE
31000,1,1028,53,0,2020,1,Nebraska -- Statewide,Federal Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,409,8612,8556,8678,154107446,1376,Federal Government,All establishment sizes,NE
31000,1,1028,53,0,2020,2,Nebraska -- Statewide,Federal Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,409,8644,8641,8591,177270154,1581,Federal Government,All establishment sizes,NE
31000,2,1013,53,0,2020,1,Nebraska -- Statewide,State Government,1013 Manufacturing,"State, by Supersector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,State Government,All establishment sizes,NE
31000,2,1013,53,0,2020,2,Nebraska -- Statewide,State Government,1013 Manufacturing,"State, by Supersector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,State Government,All establishment sizes,NE
31000,2,1021,53,0,2020,1,Nebraska -- Statewide,State Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,State Government,All establishment sizes,NE
31000,2,1021,53,0,2020,2,Nebraska -- Statewide,State Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,State Government,All establishment sizes,NE
31000,2,1022,53,0,2020,1,Nebraska -- Statewide,State Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,3,0,0,0,0,0,State Government,All establishment sizes,NE
31000,2,1022,53,0,2020,2,Nebraska -- Statewide,State Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,3,0,0,0,0,0,State Government,All establishment sizes,NE
31000,2,1025,53,0,2020,1,Nebraska -- Statewide,State Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,217,20910,20813,20901,299496367,1104,State Government,All establishment sizes,NE
31000,2,1025,53,0,2020,2,Nebraska -- Statewide,State Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,217,20367,20229,19355,304677923,1173,State Government,All establishment sizes,NE
31000,2,1026,53,0,2020,1,Nebraska -- Statewide,State Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,8,92,91,88,963066,820,State Government,All establishment sizes,NE
31000,2,1026,53,0,2020,2,Nebraska -- Statewide,State Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,8,86,86,86,891088,797,State Government,All establishment sizes,NE
31000,2,1027,53,0,2020,1,Nebraska -- Statewide,State Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,4,0,0,0,0,0,State Government,All establishment sizes,NE
31000,2,1027,53,0,2020,2,Nebraska -- Statewide,State Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,4,24,24,24,368643,1182,State Government,All establishment sizes,NE
31000,2,1028,53,0,2020,1,Nebraska -- Statewide,State Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,594,12742,12852,12832,152574825,916,State Government,All establishment sizes,NE
31000,2,1028,53,0,2020,2,Nebraska -- Statewide,State Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,595,12921,13531,13828,152103323,871,State Government,All establishment sizes,NE
31000,3,1012,53,0,2020,1,Nebraska -- Statewide,Local Government,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,12,83,83,83,826606,766,Local Government,All establishment sizes,NE
31000,3,1012,53,0,2020,2,Nebraska -- Statewide,Local Government,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,13,81,86,86,834243,761,Local Government,All establishment sizes,NE
31000,3,1021,53,0,2020,1,Nebraska -- Statewide,Local Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,184,7019,7004,6989,148324937,1629,Local Government,All establishment sizes,NE
31000,3,1021,53,0,2020,2,Nebraska -- Statewide,Local Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,184,6977,6986,7064,161533411,1773,Local Government,All establishment sizes,NE
31000,3,1022,53,0,2020,1,Nebraska -- Statewide,Local Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,15,75,72,73,410637,431,Local Government,All establishment sizes,NE
31000,3,1022,53,0,2020,2,Nebraska -- Statewide,Local Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,15,61,63,65,381008,465,Local Government,All establishment sizes,NE
31000,3,1023,53,0,2020,1,Nebraska -- Statewide,Local Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,10,113,113,113,1114968,759,Local Government,All establishment sizes,NE
31000,3,1023,53,0,2020,2,Nebraska -- Statewide,Local Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,10,111,111,113,1059382,730,Local Government,All establishment sizes,NE
31000,3,1024,53,0,2020,1,Nebraska -- Statewide,Local Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,8,324,323,327,4931137,1168,Local Government,All establishment sizes,NE
31000,3,1024,53,0,2020,2,Nebraska -- Statewide,Local Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,9,317,287,282,5109526,1331,Local Government,All establishment sizes,NE
31000,3,1025,53,0,2020,1,Nebraska -- Statewide,Local Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,724,74530,75679,75531,758124547,775,Local Government,All establishment sizes,NE
31000,3,1025,53,0,2020,2,Nebraska -- Statewide,Local Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,723,71764,66892,62842,753649715,863,Local Government,All establishment sizes,NE
31000,3,1026,53,0,2020,1,Nebraska -- Statewide,Local Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,8,99,106,112,524974,382,Local Government,All establishment sizes,NE
31000,3,1026,53,0,2020,2,Nebraska -- Statewide,Local Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,8,80,90,134,503408,382,Local Government,All establishment sizes,NE
31000,3,1027,53,0,2020,1,Nebraska -- Statewide,Local Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,12,122,123,118,961020,611,Local Government,All establishment sizes,NE
31000,3,1027,53,0,2020,2,Nebraska -- Statewide,Local Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,12,112,112,114,962549,657,Local Government,All establishment sizes,NE
31000,3,1028,53,0,2020,1,Nebraska -- Statewide,Local Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,945,28427,28428,28621,320134154,864,Local Government,All establishment sizes,NE
31000,3,1028,53,0,2020,2,Nebraska -- Statewide,Local Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,945,28005,28331,30392,320224000,852,Local Government,All establishment sizes,NE
31000,5,1011,53,0,2020,1,Nebraska -- Statewide,Private,1011 Natural resources and mining,"State, by Supersector -- by ownership sector",All establishment sizes,2462,14503,14561,14843,159663259,839,Private,All establishment sizes,NE
31000,5,1011,53,0,2020,2,Nebraska -- Statewide,Private,1011 Natural resources and mining,"State, by Supersector -- by ownership sector",All establishment sizes,2477,15526,15985,16032,170718798,829,Private,All establishment sizes,NE
31000,5,1012,53,0,2020,1,Nebraska -- Statewide,Private,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,7068,51911,51618,53365,689758003,1015,Private,All establishment sizes,NE
31000,5,1012,53,0,2020,2,Nebraska -- Statewide,Private,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,7167,54186,56335,57403,747007413,1027,Private,All establishment sizes,NE
31000,5,1013,53,0,2020,1,Nebraska -- Statewide,Private,1013 Manufacturing,"State, by Supersector -- by ownership sector",All establishment sizes,1972,99644,99872,100001,1342237812,1034,Private,All establishment sizes,NE
31000,5,1013,53,0,2020,2,Nebraska -- Statewide,Private,1013 Manufacturing,"State, by Supersector -- by ownership sector",All establishment sizes,1980,94525,94145,96126,1275095790,1033,Private,All establishment sizes,NE
31000,5,1021,53,0,2020,1,Nebraska -- Statewide,Private,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,14925,185647,184205,183772,1982294120,826,Private,All establishment sizes,NE
31000,5,1021,53,0,2020,2,Nebraska -- Statewide,Private,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,15039,172365,176419,180720,1916259485,835,Private,All establishment sizes,NE
31000,5,1022,53,0,2020,1,Nebraska -- Statewide,Private,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,1062,17026,17020,16930,333325179,1509,Private,All establishment sizes,NE
31000,5,1022,53,0,2020,2,Nebraska -- Statewide,Private,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,1068,15939,15673,15723,275921205,1345,Private,All establishment sizes,NE
31000,5,1023,53,0,2020,1,Nebraska -- Statewide,Private,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,6996,66975,67042,66959,1433291313,1646,Private,All establishment sizes,NE
31000,5,1023,53,0,2020,2,Nebraska -- Statewide,Private,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,7095,66097,66140,66593,1115117430,1294,Private,All establishment sizes,NE
31000,5,1024,53,0,2020,1,Nebraska -- Statewide,Private,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,12021,118961,119678,119721,1884619351,1214,Private,All establishment sizes,NE
31000,5,1024,53,0,2020,2,Nebraska -- Statewide,Private,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,12322,113303,114214,115891,1752625027,1178,Private,All establishment sizes,NE
31000,5,1025,53,0,2020,1,Nebraska -- Statewide,Private,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,11526,138507,139151,138614,1678608626,931,Private,All establishment sizes,NE
31000,5,1025,53,0,2020,2,Nebraska -- Statewide,Private,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,11718,129079,131823,132843,1611285392,944,Private,All establishment sizes,NE
31000,5,1026,53,0,2020,1,Nebraska -- Statewide,Private,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,5613,90536,91060,89505,388143800,330,Private,All establishment sizes,NE
31000,5,1026,53,0,2020,2,Nebraska -- Statewide,Private,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,5616,55267,66270,75621,299360591,350,Private,All establishment sizes,NE
31000,5,1027,53,0,2020,1,Nebraska -- Statewide,Private,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,4613,25471,25543,25355,214479282,648,Private,All establishment sizes,NE
31000,5,1027,53,0,2020,2,Nebraska -- Statewide,Private,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,4660,19889,22042,23648,201678156,710,Private,All establishment sizes,NE
32000,1,1021,53,0,2020,1,Nevada -- Statewide,Federal Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,118,4976,4911,4924,68609728,1069,Federal Government,All establishment sizes,NV
32000,1,1021,53,0,2020,2,Nevada -- Statewide,Federal Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,119,4908,5092,5044,82682137,1268,Federal Government,All establishment sizes,NV
32000,1,1022,53,0,2020,1,Nevada -- Statewide,Federal Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,1,1,2,2,2314,107,Federal Government,All establishment sizes,NV
32000,1,1022,53,0,2020,2,Nevada -- Statewide,Federal Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,1,2,2,2,3087,119,Federal Government,All establishment sizes,NV
32000,1,1023,53,0,2020,1,Nevada -- Statewide,Federal Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,4,23,23,21,421568,1452,Federal Government,All establishment sizes,NV
32000,1,1023,53,0,2020,2,Nevada -- Statewide,Federal Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,4,22,23,23,494068,1677,Federal Government,All establishment sizes,NV
32000,1,1024,53,0,2020,1,Nevada -- Statewide,Federal Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,9,540,544,546,7599646,1076,Federal Government,All establishment sizes,NV
32000,1,1024,53,0,2020,2,Nevada -- Statewide,Federal Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,9,543,553,557,8985066,1254,Federal Government,All establishment sizes,NV
32000,1,1025,53,0,2020,1,Nevada -- Statewide,Federal Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,12,4875,4915,4899,102031451,1603,Federal Government,All establishment sizes,NV
32000,1,1025,53,0,2020,2,Nevada -- Statewide,Federal Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,12,4862,4894,4933,126124498,1981,Federal Government,All establishment sizes,NV
32000,1,1026,53,0,2020,1,Nevada -- Statewide,Federal Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,13,418,412,411,5135447,955,Federal Government,All establishment sizes,NV
32000,1,1026,53,0,2020,2,Nevada -- Statewide,Federal Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,13,409,415,456,5896054,1063,Federal Government,All establishment sizes,NV
32000,1,1027,53,0,2020,1,Nevada -- Statewide,Federal Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,2,4,3,3,22946,530,Federal Government,All establishment sizes,NV
32000,1,1027,53,0,2020,2,Nevada -- Statewide,Federal Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,2,4,4,4,20841,401,Federal Government,All establishment sizes,NV
32000,1,1028,53,0,2020,1,Nevada -- Statewide,Federal Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,207,8987,8987,9148,166704322,1418,Federal Government,All establishment sizes,NV
32000,1,1028,53,0,2020,2,Nevada -- Statewide,Federal Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,205,9224,9215,9404,192790264,1598,Federal Government,All establishment sizes,NV
32000,2,1011,53,0,2020,1,Nevada -- Statewide,State Government,1011 Natural resources and mining,"State, by Supersector -- by ownership sector",All establishment sizes,3,14,14,13,159766,899,State Government,All establishment sizes,NV
32000,2,1011,53,0,2020,2,Nevada -- Statewide,State Government,1011 Natural resources and mining,"State, by Supersector -- by ownership sector",All establishment sizes,3,12,12,12,175905,1128,State Government,All establishment sizes,NV
32000,2,1022,53,0,2020,1,Nevada -- Statewide,State Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,8,193,193,195,2548268,1012,State Government,All establishment sizes,NV
32000,2,1022,53,0,2020,2,Nevada -- Statewide,State Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,8,193,193,191,2948084,1179,State Government,All establishment sizes,NV
32000,2,1023,53,0,2020,1,Nevada -- Statewide,State Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,4,0,0,0,0,0,State Government,All establishment sizes,NV
32000,2,1023,53,0,2020,2,Nevada -- Statewide,State Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,4,0,0,0,0,0,State Government,All establishment sizes,NV
32000,2,1024,53,0,2020,1,Nevada -- Statewide,State Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,4,379,384,384,6592515,1326,State Government,All establishment sizes,NV
32000,2,1024,53,0,2020,2,Nevada -- Statewide,State Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,4,371,373,367,6397373,1329,State Government,All establishment sizes,NV
32000,2,1025,53,0,2020,1,Nevada -- Statewide,State Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,70,17383,17545,17879,256062208,1119,State Government,All establishment sizes,NV
32000,2,1025,53,0,2020,2,Nevada -- Statewide,State Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,69,17145,16893,16435,260599523,1191,State Government,All establishment sizes,NV
32000,2,1026,53,0,2020,1,Nevada -- Statewide,State Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,31,178,178,179,2110631,910,State Government,All establishment sizes,NV
32000,2,1026,53,0,2020,2,Nevada -- Statewide,State Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,31,195,230,259,2827064,954,State Government,All establishment sizes,NV
32000,2,1027,53,0,2020,1,Nevada -- Statewide,State Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,1,0,0,0,0,0,State Government,All establishment sizes,NV
32000,2,1027,53,0,2020,2,Nevada -- Statewide,State Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,1,0,0,0,0,0,State Government,All establishment sizes,NV
32000,2,1028,53,0,2020,1,Nevada -- Statewide,State Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,506,16687,16691,16681,236903925,1092,State Government,All establishment sizes,NV
32000,2,1028,53,0,2020,2,Nevada -- Statewide,State Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,506,16712,16743,16653,275892122,1271,State Government,All establishment sizes,NV
32000,3,1011,53,0,2020,1,Nevada -- Statewide,Local Government,1011 Natural resources and mining,"State, by Supersector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,Local Government,All establishment sizes,NV
32000,3,1011,53,0,2020,2,Nevada -- Statewide,Local Government,1011 Natural resources and mining,"State, by Supersector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,Local Government,All establishment sizes,NV
32000,3,1012,53,0,2020,1,Nevada -- Statewide,Local Government,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,4,0,0,0,0,0,Local Government,All establishment sizes,NV
32000,3,1012,53,0,2020,2,Nevada -- Statewide,Local Government,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,4,0,0,0,0,0,Local Government,All establishment sizes,NV
32000,3,1021,53,0,2020,1,Nevada -- Statewide,Local Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,58,1817,1807,1811,33514713,1423,Local Government,All establishment sizes,NV
32000,3,1021,53,0,2020,2,Nevada -- Statewide,Local Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,58,1776,1805,1806,32918218,1410,Local Government,All establishment sizes,NV
32000,3,1022,53,0,2020,1,Nevada -- Statewide,Local Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,32,909,906,907,10212793,866,Local Government,All establishment sizes,NV
32000,3,1022,53,0,2020,2,Nevada -- Statewide,Local Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,32,891,892,892,9062122,782,Local Government,All establishment sizes,NV
32000,3,1023,53,0,2020,1,Nevada -- Statewide,Local Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,11,123,121,124,1727677,1083,Local Government,All establishment sizes,NV
32000,3,1023,53,0,2020,2,Nevada -- Statewide,Local Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,11,117,120,116,2475914,1619,Local Government,All establishment sizes,NV
32000,3,1024,53,0,2020,1,Nevada -- Statewide,Local Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,5,13,12,14,219915,1301,Local Government,All establishment sizes,NV
32000,3,1024,53,0,2020,2,Nevada -- Statewide,Local Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,5,17,18,18,290614,1265,Local Government,All establishment sizes,NV
32000,3,1025,53,0,2020,1,Nevada -- Statewide,Local Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,140,62958,63896,64438,765171018,923,Local Government,All establishment sizes,NV
32000,3,1025,53,0,2020,2,Nevada -- Statewide,Local Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,140,58509,57594,58009,751983012,997,Local Government,All establishment sizes,NV
32000,3,1026,53,0,2020,1,Nevada -- Statewide,Local Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,14,1365,1372,1392,9854431,551,Local Government,All establishment sizes,NV
32000,3,1026,53,0,2020,2,Nevada -- Statewide,Local Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,14,997,558,870,6241277,594,Local Government,All establishment sizes,NV
32000,3,1027,53,0,2020,1,Nevada -- Statewide,Local Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,Local Government,All establishment sizes,NV
32000,3,1027,53,0,2020,2,Nevada -- Statewide,Local Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,Local Government,All establishment sizes,NV
32000,3,1028,53,0,2020,1,Nevada -- Statewide,Local Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,121,38319,38321,38321,734269631,1474,Local Government,All establishment sizes,NV
32000,3,1028,53,0,2020,2,Nevada -- Statewide,Local Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,121,34713,34632,35318,651875625,1437,Local Government,All establishment sizes,NV
32000,3,1029,53,0,2020,1,Nevada -- Statewide,Local Government,1029 Unclassified,"State, by Supersector -- by ownership sector",All establishment sizes,1,0,0,0,0,0,Local Government,All establishment sizes,NV
32000,3,1029,53,0,2020,2,Nevada -- Statewide,Local Government,1029 Unclassified,"State, by Supersector -- by ownership sector",All establishment sizes,1,0,0,0,0,0,Local Government,All establishment sizes,NV
